movieId,title,genres
3124,"Loves of Carmen, The (1948)",Drama
3125,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3126,"Cry in the Dark, A (1988)",Drama
3127,Born to Win (1971),Drama
3128,Batman: Mask of the Phantasm (1993),Animation|Children
3129,American Flyers (1985),Drama
3130,Voyage of the Damned (1976),Drama
3131,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
3132,"Star Is Born, A (1937)",Drama
3133,Poison (1991),Drama
3134,Pacific Heights (1990),Mystery|Thriller
3135,Night Tide (1961),Drama
3136,"Draughtsman's Contract, The (1982)",Drama
3137,Carmen (1984),Drama
3138,"Zed & Two Noughts, A (1985)",Drama
3139,Woman in the Dunes (Suna no onna) (1964),Drama
3140,Down to You (2000),Comedy|Romance
3141,Hellhounds on My Trail (1999),Documentary
3142,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",Comedy|Drama|Thriller
3143,Wirey Spindell (2000),Comedy
3144,Another Man's Poison (1952),Crime|Drama
3145,"Odessa File, The (1974)",Thriller
3146,"Saphead, The (1920)",Comedy
3147,Seven Chances (1925),Comedy
3148,Smashing Time (1967),Comedy
3149,Train Ride to Hollywood (1975),Comedy|Fantasy|Musical
3150,Where the Buffalo Roam (1980),Comedy
3151,Zachariah (1971),Comedy|Musical|Western
3152,Kestrel's Eye (Falkens öga) (1998),Documentary
3153,Eye of the Beholder (1999),Thriller
3154,Isn't She Great? (2000),Comedy
3155,"Big Tease, The (1999)",Comedy
3156,"Cup, The (Phörpa) (1999)",Comedy
3157,Santitos (1999),Comedy
3158,Encino Man (1992),Comedy
3159,"Goodbye Girl, The (1977)",Comedy|Romance
3160,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama
3161,Malcolm X (1992),Drama
3162,Sister Act (1992),Comedy|Crime
3163,Sister Act 2: Back in the Habit (1993),Comedy
3164,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
3165,Alive (1993),Drama
3166,Agnes of God (1985),Drama|Mystery
3167,Scent of a Woman (1992),Drama
3168,Wayne's World (1992),Comedy
3169,Wayne's World 2 (1993),Comedy
3170,"League of Their Own, A (1992)",Comedy|Drama
3171,Patriot Games (1992),Action|Crime|Drama|Thriller
3172,"Bodyguard, The (1992)",Drama|Romance|Thriller
3173,Death Becomes Her (1992),Comedy|Fantasy
3174,Far and Away (1992),Adventure|Drama|Romance
3175,Howards End (1992),Drama
3176,Singles (1992),Comedy|Drama|Romance
3177,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
3178,White Men Can't Jump (1992),Comedy|Drama
3179,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3180,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
3181,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
3182,"Mariachi, El (1992)",Action|Crime|Thriller|Western
3183,Stop! Or My Mom Will Shoot (1992),Action|Comedy
3184,Forever Young (1992),Drama|Romance|Sci-Fi
3185,"Cutting Edge, The (1992)",Comedy|Drama|Romance
3186,Of Mice and Men (1992),Drama
3187,Bad Lieutenant (1992),Crime|Drama
3188,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3189,Single White Female (1992),Drama|Thriller
3190,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3191,Gun Shy (2000),Comedy
3192,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999),Drama
3193,Gendernauts (1999),Documentary
3194,Knockout (2000),Action|Drama
3195,"Baby, The (1973)",Horror
3196,"Brandon Teena Story, The (1998)",Documentary
3197,Different for Girls (1996),Comedy
3198,Minnie and Moskowitz (1971),Action
3199,They Might Be Giants (1971),Comedy|Mystery|Romance
3200,"Beach, The (2000)",Adventure|Drama
3201,Snow Day (2000),Comedy
3202,"Tigger Movie, The (2000)",Animation|Children
3203,Cotton Mary (1999),Drama
3204,Not One Less (Yi ge dou bu neng shao) (1999),Drama
3205,Soft Toilet Seats (1999),Comedy
3206,Trois (2000),Thriller
3207,"Big Combo, The (1955)",Film-Noir
3208,Conceiving Ada (1997),Drama|Sci-Fi
3209,Eaten Alive (1977),Horror
3210,Raining Stones (1993),Drama
3211,To Sir with Love (1967),Drama
3212,With Byrd at the South Pole (1930),Documentary
3213,Boiler Room (2000),Crime|Drama|Thriller
3214,Hanging Up (2000),Comedy|Drama
3215,Pitch Black (2000),Horror|Sci-Fi|Thriller
3216,"Whole Nine Yards, The (2000)",Comedy|Crime
3217,Beautiful People (1999),Comedy
3218,Black Tar Heroin: The Dark End of the Street (2000),Documentary
3219,Blue Collar (1978),Crime|Drama
3220,Bluebeard (1944),Film-Noir|Horror
3221,"Circus, The (1928)",Comedy
3222,City Lights (1931),Comedy|Drama|Romance
3223,"Flamingo Kid, The (1984)",Comedy|Drama
3224,"Dog's Life, A (1918)",Comedy
3225,"Kid, The (1921)",Comedy|Drama
3226,"Man from Laramie, The (1955)",Western
3227,"McCullochs, The (1975)",Drama
3228,Class Reunion (1982),Comedy
3229,"Big Trees, The (1952)",Action|Drama
3230,Happy Go Lovely (1951),Musical
3231,Reindeer Games (2000),Action|Thriller
3232,Wonder Boys (2000),Comedy|Drama
3233,Deterrence (1999),Drama|Thriller
3234,Judy Berlin (1999),Drama
3235,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance
3236,"Waiting Game, The (2000)",Comedy
3237,3 Strikes (2000),Comedy
3238,Chain of Fools (2000),Comedy|Crime
3239,Drowning Mona (2000),Comedy
3240,"Next Best Thing, The (2000)",Comedy|Drama
3241,What Planet Are You From? (2000),Comedy|Sci-Fi
3242,Beyond the Mat (1999),Documentary
3243,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
3244,"Year My Voice Broke, The (1987)",Drama
3245,Splendor in the Grass (1961),Drama|Romance
3246,My Tutor (1983),Drama
3247,"Legend of Lobo, The (1962)",Adventure|Children
3248,"Killing of Sister George, The (1968)",Drama
3249,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3250,Jail Bait (1954),Crime|Drama
3251,It Happened Here (1966),Drama|Fantasy|War
3252,I'll Never Forget What's'isname (1967),Comedy|Drama
3253,For All Mankind (1989),Documentary
3254,Cross of Iron (1977),War
3255,Bride of the Monster (1955),Horror|Sci-Fi
3256,Born Yesterday (1950),Comedy
3257,Birdy (1984),Drama|War
3258,And God Created Woman (1988),Comedy|Drama|Romance
3259,Blood Feast (1963),Horror
3260,"Charlie, the Lonesome Cougar (1967)",Adventure|Children
3261,Color Me Blood Red (1965),Horror
3262,Never Cry Wolf (1983),Adventure|Drama
3263,The Night Visitor (1971),Crime|Horror|Thriller
3264,"Perils of Pauline, The (1947)",Comedy
3265,"Raisin in the Sun, A (1961)",Drama
3266,Two Thousand Maniacs! (1964),Horror
3267,Brown's Requiem (1998),Drama
3268,"Closer You Get, The (2000)",Comedy|Romance
3269,Mission to Mars (2000),Sci-Fi
3270,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
3271,Condo Painting (2000),Documentary
3272,East-West (Est-ouest) (1999),Drama|Romance
3273,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
3274,Breaking Away (1979),Comedy|Drama
3275,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
3276,Bull Durham (1988),Comedy|Drama|Romance
3277,Dog Day Afternoon (1975),Crime|Drama
3278,American Graffiti (1973),Comedy|Drama
3279,"Asphalt Jungle, The (1950)",Crime|Film-Noir
3280,"Searchers, The (1956)",Drama|Western
3281,"Devil's Brigade, The (1968)",War
3282,"Big Country, The (1958)",Romance|Western
3283,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime
3284,Betrayed (1988),Drama|Thriller
3285,Bound for Glory (1976),Drama
3286,"Bridge at Remagen, The (1969)",Action|War
3287,Buck and the Preacher (1972),Western
3288,Daughters of the Dust (1991),Drama
3289,Destination Moon (1950),Sci-Fi
3290,"Fantastic Night, The (Nuit fantastique, La) (1942)",Romance
3291,Hangmen Also Die (1943),Drama|War
3292,"Ogre, The (Unhold, Der) (1996)",Drama
3293,On the Beach (1959),Drama
3294,Railroaded! (1947),Film-Noir
3295,Slaves to the Underground (1997),Comedy|Drama
3296,Song of Freedom (1936),Drama
3297,Big Fella (1937),Drama|Musical
3298,"Taking of Pelham One Two Three, The (1974)",Action|Crime
3299,Volunteers (1985),Comedy
3300,JFK (1991),Drama|Mystery|Thriller
3301,Who's Harry Crumb? (1989),Comedy|Mystery
3302,Harry and the Hendersons (1987),Children|Comedy
3303,Let's Get Harry (1986),Action|Adventure
3304,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
3305,Who's That Girl? (1987),Comedy
3306,She-Devil (1989),Comedy
3307,Date with an Angel (1987),Comedy|Fantasy|Romance
3308,Blind Date (1987),Comedy|Romance
3309,Nadine (1987),Comedy
3310,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
3311,"Great Muppet Caper, The (1981)",Children|Comedy
3312,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
3313,Sesame Street Presents Follow That Bird (1985),Children|Comedy
3314,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
3315,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
3316,Turtle Diary (1985),Comedy|Drama|Romance
3317,Raise the Titanic (1980),Drama|Thriller
3318,Titanic (1953),Action|Drama
3319,"Night to Remember, A (1958)",Action|Drama
3320,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
3321,"Carriers Are Waiting, The (Convoyeurs attendent, Les) (1999)",Comedy|Drama
3322,Erin Brockovich (2000),Drama
3323,Final Destination (2000),Drama|Thriller
3324,Soft Fruit (1999),Comedy|Drama
3325,Babymother (1998),Drama
3326,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
3327,Impact (1949),Crime|Drama
3328,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
3329,"Mirror, The (Zerkalo) (1975)",Drama
3330,"Crimson Pirate, The (1952)",Adventure|Comedy
3331,Thelma & Louise (1991),Adventure|Crime|Drama
3332,Something for Everyone (1970),Comedy|Crime
3333,...And Justice for All (1979),Drama|Thriller
3334,Animal House (1978),Comedy
3335,She's Gotta Have It (1986),Comedy|Romance
3336,School Daze (1988),Drama
3337,Do the Right Thing (1989),Drama
3338,Mo' Better Blues (1990),Drama|Musical
3339,Jungle Fever (1991),Drama|Romance
3340,Coogan's Bluff (1968),Crime
3341,"Champ, The (1979)",Drama
3342,Creature Comforts (1989),Animation|Comedy
3343,Death Wish (1974),Action|Crime|Drama
3344,Death Wish 2 (1982),Action|Drama
3345,Death Wish 3 (1985),Action|Drama
3346,Death Wish 4: The Crackdown (1987),Action|Drama
3347,Death Wish 5: The Face of Death (1994),Action|Drama
3348,Double Indemnity (1944),Crime|Drama|Film-Noir
3349,Dying Young (1991),Drama|Romance
3350,Cool as Ice (1991),Drama
3351,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3352,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3353,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
3354,Red Dawn (1984),Action|Drama|War
3355,Band of the Hand (1986),Action|Crime|Drama
3356,Born American (1986),Action|Drama|Thriller
3357,Bloodsport (1988),Action
3358,Eyes of Laura Mars (1978),Mystery|Thriller
3359,Funny Bones (1995),Comedy|Drama
3360,"Good Earth, The (1937)",Drama
3361,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3362,"Good Mother, The (1988)",Drama
3363,Grumpy Old Men (1993),Comedy
3364,Guess Who's Coming to Dinner (1967),Drama
3365,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3366,Here on Earth (2000),Drama|Romance
3367,Whatever It Takes (2000),Comedy|Romance
3368,Buddy Boy (1999),Drama|Thriller
3369,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
3370,Waking the Dead (2000),Drama|Thriller
3371,Blood and Sand (Sangre y Arena) (1989),Drama|Romance
3372,Gothic (1986),Drama|Horror
3373,Hillbillys in a Haunted House (1967),Comedy
3374,Lord of the Flies (1963),Adventure|Drama|Thriller
3375,Modern Times (1936),Comedy|Drama|Romance
3376,Last Resort (National Lampoon's Last Resort) (1994),Comedy
3377,Solar Crisis (1990),Sci-Fi|Thriller
3378,That's Life! (1986),Drama
3379,Heart and Souls (1993),Comedy|Fantasy
3380,Hud (1963),Drama|Western
3381,"Hustler, The (1961)",Drama
3382,Inherit the Wind (1960),Drama
3383,Dersu Uzala (1975),Adventure|Drama
3384,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3385,"Horror Hotel (a.k.a. City of the Dead, The) (1960)",Horror|Thriller
3386,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy
3387,Retroactive (1997),Sci-Fi|Thriller
3388,"Place in the Sun, A (1951)",Drama|Romance
3389,Jacob's Ladder (1990),Horror|Mystery
3390,Empire Records (1995),Comedy|Drama
3391,"Bamba, La (1987)",Drama
3392,Ladyhawke (1985),Adventure|Fantasy|Romance
3393,Lucas (1986),Drama|Romance
3394,High Fidelity (2000),Comedy|Drama|Romance
3395,"Road to El Dorado, The (2000)",Animation|Children
3396,"Skulls, The (2000)",Thriller
3397,Autopsy (Macchie Solari) (1975),Horror
3398,Devil Girl From Mars (1954),Sci-Fi
3399,El Dorado (1966),Western
3400,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi
3401,Hook (1991),Adventure|Comedy|Fantasy
3402,Horror Express (1972),Horror
3403,My Chauffeur (1986),Comedy
3404,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance
3405,Torso (1973),Horror|Mystery|Thriller
3406,True Grit (1969),Adventure|Drama|Western
3407,Roadside Prophets (1992),Comedy|Drama
3408,Madame Sousatzka (1988),Drama
3409,Max Dugan Returns (1983),Comedy
3410,Midnight Express (1978),Drama
3411,Misery (1990),Drama|Horror|Thriller
3412,Mr. Saturday Night (1992),Comedy|Drama
3413,Murphy's Romance (1985),Comedy|Romance
3414,My Life (1993),Drama
3415,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
3416,Network (1976),Comedy|Drama
3417,No Way Out (1987),Drama|Mystery|Thriller
3418,North Dallas Forty (1979),Comedy|Drama
3419,"Odd Couple, The (1968)",Comedy
3420,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
3421,Black and White (1999),Drama
3422,Frequency (2000),Drama|Thriller
3423,Ready to Rumble (2000),Comedy
3424,Return to Me (2000),Drama|Romance
3425,Rules of Engagement (2000),Drama|Thriller
3426,Joe Gould's Secret (2000),Drama
3427,Me Myself I (2000),Comedy|Romance
3428,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance
3429,"Bells, The (1926)",Crime|Drama
3430,"End of Violence, The (1997)",Drama|Thriller
3431,Force 10 from Navarone (1978),Action|Drama|War
3432,How to Stuff a Wild Bikini (1965),Comedy
3433,Mystery Train (1989),Comedy|Drama
3434,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
3435,Taffin (1988),Action|Thriller
3436,Arthur (1981),Comedy|Romance
3437,Bachelor Party (1984),Comedy
3438,Parenthood (1989),Comedy|Drama
3439,Predator (1987),Action|Sci-Fi|Thriller
3440,"Prince of Tides, The (1991)",Drama|Romance
3441,"Postman Always Rings Twice, The (1981)",Crime|Thriller
3442,Smoking/No Smoking (1993),Comedy
3443,All the Vermeers in New York (1990),Comedy|Drama|Romance
3444,"Actor's Revenge, An (Yukinojô henge) (1963)",Drama
3445,28 Days (2000),Drama
3446,American Psycho (2000),Crime|Horror|Mystery|Thriller
3447,Keeping the Faith (2000),Comedy|Drama|Romance
3448,Where the Money Is (2000),Comedy|Drama
3449,East is East (1999),Comedy
3450,"Filth and the Fury, The (2000)",Documentary
3451,Passion of Mind (2000),Drama|Mystery|Romance
3452,Third World Cop (1999),Action
3453,Coming Apart (1969),Drama
3454,Diner (1982),Comedy|Drama
3455,Shakes the Clown (1992),Comedy
3456,Cabaret (1972),Drama|Musical
3457,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
3458,Prick Up Your Ears (1987),Comedy|Drama
3459,Auntie Mame (1958),Comedy|Drama
3460,Guys and Dolls (1955),Comedy|Musical|Romance
3461,"Hunger, The (1983)",Horror
3462,Marathon Man (1976),Crime|Drama|Thriller
3463,Caddyshack (1980),Comedy
3464,Gossip (2000),Drama|Thriller
3465,Love and Basketball (2000),Drama|Romance
3466,U-571 (2000),Action|Thriller|War
3467,"Virgin Suicides, The (1999)",Drama|Romance
3468,Jennifer 8 (1992),Mystery|Thriller
3469,"Law, The (a.k.a. Where the Hot Wind Blows!) (Legge, La) (1958)",Drama
3470,Limelight (1952),Comedy|Drama|Romance
3471,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),Crime|Drama|Romance
3472,Stacy's Knights (1982),Drama
3473,Committed (2000),Comedy|Drama
3474,"Crow: Salvation, The (2000)",Action|Horror
3475,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
3476,Where the Heart Is (2000),Comedy|Drama
3477,"Big Kahuna, The (2000)",Comedy|Drama
3478,Bossa Nova (2000),Comedy|Drama|Romance
3479,Smiling Fish and Goat on Fire (1999),Comedy|Romance
3480,"Idiots, The (Idioterne) (1998)",Comedy|Drama
3481,"Last September, The (1999)",Drama
3482,Time Code (2000),Comedy|Drama
3483,Carnosaur (1993),Horror|Sci-Fi
3484,Carnosaur 2 (1995),Horror|Sci-Fi
3485,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
3486,Defying Gravity (1997),Drama
3487,"Hidden, The (1987)",Action|Horror|Sci-Fi
3488,Two Moon Junction (1988),Drama|Romance
3489,Gladiator (2000),Action|Adventure|Drama
3490,I Dreamed of Africa (2000),Drama
3491,Up at the Villa (2000),Drama
3492,Human Traffic (1999),Comedy
3493,"Jails, Hospitals & Hip-Hop (2000)",Comedy|Documentary|Drama
3494,Black Tights (1-2-3-4 ou Les Collants noirs) (1960),Drama|Musical
3495,Breathless (1983),Action|Drama|Romance|Thriller
3496,"Great Locomotive Chase, The (1956)",Adventure|War
3497,"Idolmaker, The (1980)",Drama
3498,Inferno (1980),Horror
3499,"King of Marvin Gardens, The (1972)",Crime|Drama
3500,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die) (1966)",Adventure|Fantasy
3501,"Lords of Flatbush, The (1974)",Comedy|Drama
3502,Mr. Mom (1983),Comedy|Drama
3503,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi
3504,Battlefield Earth (2000),Action|Sci-Fi
3505,Center Stage (2000),Drama|Musical
3506,Held Up (1999),Comedy
3507,Screwed (2000),Comedy
3508,Whipped (2000),Comedy
3509,Hamlet (2000),Crime|Drama|Romance|Thriller
3510,Anchors Aweigh (1945),Comedy|Musical
3511,Blue Hawaii (1961),Comedy|Musical
3512,"Castaway Cowboy, The (1974)",Comedy|Western
3513,G. I. Blues (1960),Comedy|Musical|Romance
3514,"Gay Deceivers, The (1969)",Comedy
3515,Gypsy (1962),Musical
3516,King Creole (1958),Crime|Drama|Musical
3517,On the Town (1949),Comedy|Musical|Romance
3518,One Little Indian (1973),Comedy|Western
3519,Pee-wee's Big Adventure (1985),Adventure|Comedy
3520,Regret to Inform (1998),Documentary
3521,Roustabout (1964),Drama|Musical|Romance
3522,Saludos Amigos (1943),Animation|Children|Comedy
3523,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance
3524,Things Change (1988),Comedy
3525,Honeymoon in Vegas (1992),Comedy|Romance
3526,Dinosaur (2000),Adventure|Animation|Children
3527,Loser (2000),Comedy|Romance
3528,Road Trip (2000),Comedy
3529,Small Time Crooks (2000),Comedy|Crime
3530,"Hollywood Knights, The (1980)",Comedy
3531,"Myth of Fingerprints, The (1997)",Comedy|Drama
3532,Possession (1981),Drama|Horror
3533,"Twelve Chairs, The (1970)",Comedy
3534,Mission: Impossible II (2000),Action|Adventure|Thriller
3535,Shanghai Noon (2000),Action|Adventure|Comedy|Western
3536,Better Living Through Circuitry (1999),Documentary
3537,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy
3538,Carnival of Souls (1962),Horror|Thriller
3539,Flying Tigers (1942),Action|Drama|Romance|War
3540,"Gold Rush, The (1925)",Adventure|Comedy|Romance
3541,"House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La) (1973)",Horror
3542,It's in the Water (1998),Comedy
3543,Monsieur Verdoux (1947),Comedy|Crime
3544,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
3545,Seven Days in May (1964),Thriller
3546,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
3547,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama
3548,Vagabond (Sans toit ni loi) (1985),Drama
3549,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
3550,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
3551,"King in New York, A (1957)",Comedy|Drama
3552,"Woman of Paris, A (1923)",Drama
3553,In Old California (1942),Western
3554,"Fighting Seabees, The (1944)",Action|Drama|War
3555,Dark Command (1940),Western
3556,Cleo from 5 to 7 (Cléo de 5 à 7) (1962),Drama
3557,Big Momma's House (2000),Comedy
3558,Running Free (1999),Adventure|Children|Drama
3559,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi
3560,American Gigolo (1980),Drama
3561,Anguish (Angustia) (1987),Horror
3562,"Blood Spattered Bride, The (La novia ensangrentada) (1972)",Horror
3563,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror
3564,"Endless Summer, The (1966)",Documentary
3565,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
3566,Blow-Out (La grande bouffe) (1973),Drama
3567,Lured (1947),Crime|Film-Noir|Mystery|Thriller
3568,Pandora and the Flying Dutchman (1951),Drama
3569,Quatermass and the Pit (1967),Horror|Sci-Fi
3570,Quatermass 2 (Enemy from Space) (1957),Sci-Fi|Thriller
3571,Puppet Master (1989),Horror|Sci-Fi|Thriller
3572,Puppet Master II (1991),Horror|Sci-Fi|Thriller
3573,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
3574,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
3575,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller
3576,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror|Sci-Fi|Thriller
3577,Retro Puppet Master (Puppet Master 7) (1999),Horror|Sci-Fi|Thriller
3578,Rent-A-Cop (1988),Action|Comedy|Crime
3579,Romeo and Juliet (1968),Drama|Romance
3580,Stay Tuned (1992),Comedy
3581,Story of G.I. Joe (1945),War
3582,Blazing Saddles (1974),Comedy|Western
3583,Benji (1974),Adventure|Children
3584,Benji the Hunted (1987),Adventure|Children
3585,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
3586,White Christmas (1954),Comedy|Musical|Romance
3587,Eraserhead (1977),Drama|Horror
3588,Baraka (1992),Documentary
3589,"Man with the Golden Arm, The (1955)",Drama
3590,"Decline of Western Civilization, The (1981)",Documentary|Musical
3591,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
3592,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
3593,Magnum Force (1973),Action|Crime|Drama|Thriller
3594,Blood Simple (1984),Crime|Drama|Film-Noir
3595,"Fabulous Baker Boys, The (1989)",Drama|Romance
3596,Prizzi's Honor (1985),Comedy|Drama|Romance
3597,Flatliners (1990),Horror|Sci-Fi|Thriller
3598,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi
3599,Porky's (1982),Comedy
3600,Porky's II: The Next Day (1983),Comedy
3601,Porky's Revenge (1985),Comedy
3602,Private School (1983),Comedy
3603,Class of Nuke 'Em High (1986),Comedy|Horror
3604,"Toxic Avenger, The (1985)",Comedy|Horror
3605,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
3606,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
3607,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
3608,Predator 2 (1990),Action|Sci-Fi|Thriller
3609,"Running Man, The (1987)",Action|Sci-Fi
3610,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3611,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
3612,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
3613,Mad Max (1979),Action|Adventure|Sci-Fi
3614,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
3615,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
3616,Bird on a Wire (1990),Action|Comedy|Romance
3617,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
3618,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
3619,Firestarter (1984),Horror|Thriller
3620,Sleepwalkers (1992),Horror
3621,Action Jackson (1988),Action|Comedy|Crime|Thriller
3622,Sarafina! (1992),Drama
3623,Soapdish (1991),Comedy
3624,"Long Walk Home, The (1990)",Drama
3625,Clara's Heart (1988),Drama
3626,Burglar (1987),Comedy|Crime
3627,Fatal Beauty (1987),Action|Comedy|Crime|Drama
3628,Gone in 60 Seconds (2000),Action|Crime
3629,American Pimp (1999),Documentary
3630,Love's Labour's Lost (2000),Comedy|Romance
3631,Sunshine (1999),Drama
3632,Trixie (2000),Comedy|Crime|Mystery
3633,American Virgin (2000),Comedy
3634,Hamlet (1990),Drama
3635,Coming Home (1978),Drama|War
3636,American Pop (1981),Animation|Musical
3637,Assault on Precinct 13 (1976),Action|Thriller
3638,Near Dark (1987),Horror|Western
3639,One False Move (1992),Crime|Drama|Film-Noir|Thriller
3640,Shaft (1971),Action|Crime|Drama|Thriller
3641,"Conversation, The (1974)",Drama|Mystery
3642,Cutter's Way (1981),Drama|Thriller
3643,"Fury, The (1978)",Horror
3644,"Paper Chase, The (1973)",Drama
3645,Prince of the City (1981),Drama
3646,Serpico (1973),Crime|Drama
3647,"Ace in the Hole (Big Carnival, The) (1951)",Drama
3648,Lonely Are the Brave (1962),Drama|Western
3649,"Sugarland Express, The (1974)",Drama
3650,Trouble in Paradise (1932),Comedy|Romance
3651,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3652,Badlands (1973),Crime|Drama|Thriller
3653,Battleship Potemkin (1925),Drama|War
3654,Boys and Girls (2000),Comedy|Romance
3655,Shaft (2000),Action|Crime|Thriller
3656,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
3657,Butterfly (La lengua de las mariposas) (1999),Drama
3658,Jesus' Son (1999),Drama
3659,"Match, The (1999)",Comedy|Romance
3660,"Time Regained (Temps retrouvé, Le) (1999)",Drama
3661,Boricua's Bond (2000),Drama
3662,Chicken Run (2000),Animation|Children|Comedy
3663,"Me, Myself & Irene (2000)",Adventure|Comedy
3664,"Patriot, The (2000)",Action|Drama|War
3665,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3666,"Perfect Storm, The (2000)",Drama|Thriller
3667,"Golden Bowl, The (2000)",Drama
3668,Asylum (1972),Horror
3669,Communion (1989),Drama|Sci-Fi|Thriller
3670,Fun and Fancy Free (1947),Animation|Children|Musical
3671,"Kentucky Fried Movie, The (1977)",Comedy
3672,"Bound by Honor (a.k.a. Blood In, Blood Out) (1993)",Action|Crime|Drama|Thriller
